"","id","movie_title","director_name","genre","country","num_voted_users","imdb_score"
"1089",228,"Oblivion","Joseph Kosinski","Sci-Fi","USA",387436,7
"1090",229,"Star Wars: Episode III - Revenge of the Sith","George Lucas","Sci-Fi","USA",520104,7.6
"1091",230,"Star Wars: Episode II - Attack of the Clones","George Lucas","Sci-Fi","USA",464310,6.7
"1092",232,"The Wolverine","James Mangold","Sci-Fi","USA",328067,6.7
"1093",238,"Gravity","Alfonso Cuaron","Sci-Fi","UK",582917,7.8
"1094",256,"Real Steel","Shawn Levy","Sci-Fi","USA",254841,7.1
"1095",259,"Ender's Game","Gavin Hood","Sci-Fi","USA",184561,6.7
"1096",265,"I, Robot","Alex Proyas","Sci-Fi","USA",387632,7.1
"1097",269,"The Martian","Ridley Scott","Sci-Fi","USA",472488,8.1
"1098",270,"The Island","Michael Bay","Sci-Fi","USA",263329,6.9
"1099",274,"Minority Report","Steven Spielberg","Sci-Fi","USA",399651,7.7
"1100",278,"Terminator 2: Judgment Day","James Cameron","Sci-Fi","USA",744891,8.5
"1101",300,"Starship Troopers","Paul Verhoeven","Sci-Fi","USA",221521,7.2
"1102",301,"Cloud Atlas","Tom Tykwer","Sci-Fi","Germany",284825,7.5
"1103",305,"Treasure Planet","Ron Clements","Sci-Fi","USA",71527,7.1
"1104",322,"The Fifth Element","Luc Besson","Sci-Fi","France",343274,7.7
"1105",335,"Rise of the Planet of the Apes","Rupert Wyatt","Sci-Fi","USA",403836,7.6
"1106",342,"Men in Black","Barry Sonnenfeld","Sci-Fi","USA",403014,7.3
"1107",347,"Cloudy with a Chance of Meatballs","Phil Lord","Sci-Fi","USA",152601,7
"1108",357,"Atlantis: The Lost Empire","Gary Trousdale","Sci-Fi","USA",72591,6.8
"1109",362,"A.I. Artificial Intelligence","Steven Spielberg","Sci-Fi","USA",238747,7.1
"1110",364,"Contact","Robert Zemeckis","Sci-Fi","USA",200556,7.4
"1111",374,"Bicentennial Man","Chris Columbus","Sci-Fi","USA",87785,6.8
"1112",401,"Divergent","Neil Burger","Sci-Fi","USA",341058,6.7
"1113",415,"Dredd","Pete Travis","Sci-Fi","UK",203458,7.1
"1114",419,"Hellboy II: The Golden Army","Guillermo del Toro","Sci-Fi","USA",208422,7
"1115",425,"The Hunger Games","Gary Ross","Sci-Fi","USA",701607,7.3
"1116",429,"Lilo & Stitch","Dean DeBlois","Sci-Fi","USA",117212,7.2
"1117",440,"Face/Off","John Woo","Sci-Fi","USA",283967,7.3
"1118",460,"The Manchurian Candidate","Jonathan Demme","Sci-Fi","USA",86422,6.6
"1119",500,"Despicable Me 2","Pierre Coffin","Sci-Fi","USA",286877,7.5
"1120",501,"Independence Day","Roland Emmerich","Sci-Fi","USA",430055,6.9
"1121",504,"Children of Men","Alfonso Cuaron","Sci-Fi","USA",361767,7.9
"1122",505,"X-Men","Bryan Singer","Sci-Fi","USA",452928,7.4
"1123",533,"Titan A.E.","Don Bluth","Sci-Fi","USA",52244,6.6
"1124",538,"Unbreakable","M. Night Shyamalan","Sci-Fi","USA",245152,7.2
"1125",557,"Signs","M. Night Shyamalan","Sci-Fi","USA",271592,6.7
"1126",569,"Vanilla Sky","Cameron Crowe","Sci-Fi","USA",206776,6.9
"1127",581,"The Abyss","James Cameron","Sci-Fi","USA",131217,7.6
"1128",603,"Escape Plan","Mikael H<e5>fstr<f6>m","Sci-Fi","USA",177653,6.7
"1129",618,"The X Files","Rob Bowman","Sci-Fi","USA",85720,7
"1130",626,"The Matrix","Lana Wachowski","Sci-Fi","USA",1217752,8.7
"1131",628,"Total Recall","Paul Verhoeven","Sci-Fi","USA",240241,7.5
"1132",667,"Jurassic Park","Steven Spielberg","Sci-Fi","USA",613473,8.1
"1133",688,"The Truman Show","Peter Weir","Sci-Fi","USA",667983,8.1
"1134",719,"Hellboy","Guillermo del Toro","Sci-Fi","USA",244566,6.8
"1135",758,"Event Horizon","Paul W.S. Anderson","Sci-Fi","UK",120416,6.7
"1136",759,"The Avengers","Joss Whedon","Sci-Fi","USA",995415,8.1
"1137",776,"Deadpool","Tim Miller","Sci-Fi","USA",479047,8.1
"1138",800,"Superman","Richard Donner","Sci-Fi","USA",126357,7.3
"1139",849,"Blade II","Guillermo del Toro","Sci-Fi","USA",158267,6.7
"1140",855,"Superman II","Richard Lester","Sci-Fi","USA",76331,6.8
"1141",884,"The Adjustment Bureau","George Nolfi","Sci-Fi","USA",200035,7.1
"1142",892,"Super 8","J.J. Abrams","Sci-Fi","USA",287822,7.1
"1143",959,"The Iron Giant","Brad Bird","Sci-Fi","USA",128455,8
"1144",988,"Chappie","Neill Blomkamp","Sci-Fi","USA",172965,6.9
"1145",994,"K-PAX","Iain Softley","Sci-Fi","USA",148490,7.4
"1146",1010,"Star Trek: First Contact","Jonathan Frakes","Sci-Fi","USA",97838,7.6
"1147",1028,"Galaxy Quest","Dean Parisot","Sci-Fi","USA",123558,7.3
"1148",1042,"The Hitchhiker's Guide to the Galaxy","Garth Jennings","Sci-Fi","USA",155745,6.8
"1149",1053,"Dune","David Lynch","Sci-Fi","USA",97087,6.6
"1150",1063,"Dredd","Pete Travis","Sci-Fi","UK",203461,7.1
"1151",1084,"Underworld: Evolution","Len Wiseman","Sci-Fi","USA",156225,6.8
"1152",1125,"Back to the Future Part II","Robert Zemeckis","Sci-Fi","USA",340085,7.8
"1153",1138,"Back to the Future Part III","Robert Zemeckis","Sci-Fi","USA",283480,7.4
"1154",1169,"The Prestige","Christopher Nolan","Sci-Fi","USA",844052,8.5
"1155",1189,"Paul","Greg Mottola","Sci-Fi","USA",192462,7
"1156",1243,"Pandorum","Christian Alvart","Sci-Fi","Germany",121432,6.8
"1157",1247,"Sunshine","Danny Boyle","Sci-Fi","UK",190132,7.3
"1158",1258,"Snowpiercer","Joon-ho Bong","Sci-Fi","South Korea",181472,7
"1159",1261,"The Time Traveler's Wife","Robert Schwentke","Sci-Fi","USA",114925,7.1
"1160",1263,"Frankenweenie","Tim Burton","Sci-Fi","USA",73886,7
"1161",1264,"Serenity","Joss Whedon","Sci-Fi","USA",242599,8
"1162",1273,"Star Trek: Generations","David Carson","Sci-Fi","USA",60504,6.6
"1163",1287,"The Thing","John Carpenter","Sci-Fi","USA",258078,8.2
"1164",1319,"Gattaca","Andrew Niccol","Sci-Fi","USA",220591,7.8
"1165",1357,"Underworld: Rise of the Lycans","Patrick Tatopoulos","Sci-Fi","USA",119974,6.6
"1166",1362,"Resident Evil","Paul W.S. Anderson","Sci-Fi","UK",198701,6.7
"1167",1366,"In Time","Andrew Niccol","Sci-Fi","USA",304318,6.7
"1168",1381,"Blast from the Past","Hugh Wilson","Sci-Fi","USA",48621,6.6
"1169",1423,"The Maze Runner","Wes Ball","Sci-Fi","USA",310903,6.8
"1170",1426,"The Fountain","Darren Aronofsky","Sci-Fi","USA",190990,7.3
"1171",1447,"Star Wars: Episode VI - Return of the Jedi","Richard Marquand","Sci-Fi","USA",681857,8.4
"1172",1462,"Source Code","Duncan Jones","Sci-Fi","USA",379462,7.5
"1173",1489,"Frequency","Gregory Hoblit","Sci-Fi","USA",81866,7.3
"1174",1509,"District 9","Neill Blomkamp","Sci-Fi","South Africa",531737,8
"1175",1523,"Looper","Rian Johnson","Sci-Fi","USA",428916,7.4
"1176",1542,"The Curse of the Were-Rabbit","Steve Box","Sci-Fi","UK",98160,7.5
"1177",1560,"The Running Man","Paul Michael Glaser","Sci-Fi","USA",112669,6.6
"1178",1561,"Little Shop of Horrors","Frank Oz","Sci-Fi","USA",49349,6.9
"1179",1569,"9","Shane Acker","Sci-Fi","USA",111117,7.1
"1180",1633,"The Jacket","John Maybury","Sci-Fi","USA",92850,7.1
"1181",1662,"Blade Runner","Ridley Scott","Sci-Fi","USA",461609,8.2
"1182",1686,"Star Trek VI: The Undiscovered Country","Nicholas Meyer","Sci-Fi","USA",55513,7.2
"1183",1697,"Dark City","Alex Proyas","Sci-Fi","Australia",156929,7.7
"1184",1719,"Flatliners","Joel Schumacher","Sci-Fi","USA",62037,6.6
"1185",1755,"Cloverfield","Matt Reeves","Sci-Fi","USA",296787,7
"1186",1859,"Blindness","Fernando Meirelles","Sci-Fi","Canada",59462,6.6
"1187",1872,"Star Trek IV: The Voyage Home","Leonard Nimoy","Sci-Fi","USA",61621,7.3
"1188",1902,"Zombieland","Ruben Fleischer","Sci-Fi","USA",386217,7.7
"1189",1905,"Star Wars: Episode V - The Empire Strikes Back","Irvin Kershner","Sci-Fi","USA",837759,8.8
"1190",1910,"Pitch Black","David Twohy","Sci-Fi","USA",193962,7.1
"1191",1912,"Her","Spike Jonze","Sci-Fi","USA",355126,8
"1192",1929,"Spaceballs","Mel Brooks","Sci-Fi","USA",136667,7.1
"1193",1953,"The Island","Michael Bay","Sci-Fi","USA",263336,6.9
"1194",1994,"eXistenZ","David Cronenberg","Sci-Fi","Canada",77493,6.8
"1195",1997,"Close Encounters of the Third Kind","Steven Spielberg","Sci-Fi","USA",139288,7.7
"1196",2060,"Eternal Sunshine of the Spotless Mind","Michel Gondry","Sci-Fi","USA",666937,8.3
"1197",2063,"The World's End","Edgar Wright","Sci-Fi","UK",185587,7
"1198",2074,"Nerve","Henry Joost","Sci-Fi","USA",4303,7.1
"1199",2139,"A Scanner Darkly","Richard Linklater","Sci-Fi","USA",89383,7.1
"1200",2155,"Equilibrium","Kurt Wimmer","Sci-Fi","USA",261317,7.5
"1201",2160,"Steamboy","Katsuhiro <d4>tomo","Sci-Fi","Japan",13727,6.9
"1202",2175,"Back to the Future","Robert Zemeckis","Sci-Fi","USA",732212,8.5
"1203",2201,"Star Trek III: The Search for Spock","Leonard Nimoy","Sci-Fi","USA",58743,6.6
"1204",2211,"Predator","John McTiernan","Sci-Fi","USA",290949,7.8
"1205",2257,"Midnight Special","Jeff Nichols","Sci-Fi","Greece",31359,6.7
"1206",2264,"Renaissance","Christian Volckman","Sci-Fi","France",14325,6.7
"1207",2273,"Aliens","James Cameron","Sci-Fi","USA",488537,8.4
"1208",2286,"TRON: Legacy","Joseph Kosinski","Sci-Fi","USA",264186,6.8
"1209",2351,"The Thirteenth Floor","Josef Rusnak","Sci-Fi","Germany",51996,7
"1210",2420,"28 Weeks Later","Juan Carlos Fresnadillo","Sci-Fi","UK",212167,7
"1211",2462,"Brazil","Terry Gilliam","Sci-Fi","UK",152306,8
"1212",2485,"Never Let Me Go","Mark Romanek","Sci-Fi","UK",109873,7.2
"1213",2490,"Metropolis","Fritz Lang","Sci-Fi","Germany",111841,8.3
"1214",2515,"The Spy Who Loved Me","Lewis Gilbert","Sci-Fi","UK",76477,7.1
"1215",2576,"The Butterfly Effect","Eric Bress","Sci-Fi","USA",357579,7.7
"1216",2585,"Ex Machina","Alex Garland","Sci-Fi","UK",289508,7.7
"1217",2615,"Attack the Block","Joe Cornish","Sci-Fi","UK",82331,6.6
"1218",2645,"Star Trek II: The Wrath of Khan","Nicholas Meyer","Sci-Fi","USA",91414,7.7
"1219",2647,"WarGames","John Badham","Sci-Fi","USA",71842,7.1
"1220",2654,"Chronicle","Josh Trank","Sci-Fi","USA",204327,7.1
"1221",2656,"Time Bandits","Terry Gilliam","Sci-Fi","UK",45890,7
"1222",2705,"2046","Kar-Wai Wong","Sci-Fi","Hong Kong",41496,7.5
"1223",2716,"Home","Tim Johnson","Sci-Fi","USA",70133,6.7
"1224",2724,"Star Wars: Episode IV - A New Hope","George Lucas","Sci-Fi","USA",911097,8.7
"1225",2767,"2001: A Space Odyssey","Stanley Kubrick","Sci-Fi","UK",427357,8.3
"1226",2768,"E.T. the Extra-Terrestrial","Steven Spielberg","Sci-Fi","USA",281842,7.9
"1227",2788,"Bill & Ted's Excellent Adventure","Stephen Herek","Sci-Fi","USA",85362,6.9
"1228",2823,"Tremors","Ron Underwood","Sci-Fi","USA",90070,7.1
"1229",2846,"Seeking a Friend for the End of the World","Lorene Scafaria","Sci-Fi","USA",87203,6.7
"1230",2912,"Melancholia","Lars von Trier","Sci-Fi","Denmark",128729,7.1
"1231",2914,"Alien","Ridley Scott","Sci-Fi","UK",563827,8.5
"1232",2959,"Repo! The Genetic Opera","Darren Lynn Bousman","Sci-Fi","USA",20419,6.7
"1233",2967,"28 Days Later...","Danny Boyle","Sci-Fi","UK",297250,7.6
"1234",3005,"Fido","Andrew Currie","Sci-Fi","Canada",25055,6.8
"1235",3012,"Akira","Katsuhiro <d4>tomo","Sci-Fi","Japan",106160,8.1
"1236",3053,"Logan's Run","Michael Anderson","Sci-Fi","USA",39847,6.8
"1237",3086,"Les visiteurs","Jean-Marie Poire","Sci-Fi","France",24438,7
"1238",3123,"The Terminator","James Cameron","Sci-Fi","UK",600266,8.1
"1239",3144,"Escape from New York","John Carpenter","Sci-Fi","UK",91017,7.2
"1240",3207,"10 Cloverfield Lane","Dan Trachtenberg","Sci-Fi","USA",126893,7.3
"1241",3262,"Moon","Duncan Jones","Sci-Fi","UK",260607,7.9
"1242",3304,"Donnie Darko","Richard Kelly","Sci-Fi","USA",580999,8.1
"1243",3329,"They Live","John Carpenter","Sci-Fi","USA",73501,7.3
"1244",3478,"Timecrimes","Nacho Vigalondo","Sci-Fi","Spain",40878,7.2
"1245",3489,"Robot & Frank","Jake Schreier","Sci-Fi","USA",52509,7.1
"1246",3518,"Mad Max 2: The Road Warrior","George Miller","Sci-Fi","Australia",133966,7.6
"1247",3546,"Six-String Samurai","Lance Mungia","Sci-Fi","USA",5613,6.7
"1248",3699,"Special","Hal Haberman","Sci-Fi","USA",4862,6.9
"1249",3724,"Aqua Teen Hunger Force Colon Movie Film for Theaters","Matt Maiellaro","Sci-Fi","USA",12160,6.9
"1250",3769,"Home","Tim Johnson","Sci-Fi","USA",70136,6.7
"1251",3821,"Cube","Vincenzo Natali","Sci-Fi","Canada",160511,7.3
"1252",3823,"I Married a Strange Person!","Bill Plympton","Sci-Fi","USA",1428,7
"1253",3831,"The Beast from 20,000 Fathoms","Eug<e8>ne Lourie","Sci-Fi","USA",4812,6.7
"1254",3844,"Another Earth","Mike Cahill","Sci-Fi","USA",71387,7
"1255",3859,"The Lost Skeleton of Cadavra","Larry Blamire","Sci-Fi","USA",4117,7
"1256",3883,"Primer","Shane Carruth","Sci-Fi","USA",72639,7
"1257",3,"Spectre","Sam Mendes","Thriller","UK",275868,6.8
"1258",4,"The Dark Knight Rises","Christopher Nolan","Thriller","USA",1144337,8.5
"1259",29,"Jurassic World","Colin Trevorrow","Thriller","USA",418214,7
"1260",30,"Skyfall","Sam Mendes","Thriller","UK",522030,7.8
"1261",34,"X-Men: The Last Stand","Brett Ratner","Thriller","Canada",383427,6.8
"1262",45,"Furious 7","James Wan","Thriller","USA",278232,7.2
"1263",46,"World War Z","Marc Forster","Thriller","USA",465019,7
"1264",47,"X-Men: Days of Future Past","Bryan Singer","Thriller","USA",514125,8
"1265",56,"Star Trek Beyond","Justin Lin","Thriller","USA",53607,7.5
"1266",65,"The Dark Knight","Christopher Nolan","Thriller","USA",1676169,9
"1267",95,"Inception","Christopher Nolan","Thriller","USA",1468200,8.8
"1268",97,"The Fast and the Furious","Rob Cohen","Thriller","USA",272223,6.7
"1269",120,"X-Men Origins: Wolverine","Gavin Hood","Thriller","USA",361924,6.7
"1270",125,"Mad Max: Fury Road","George Miller","Thriller","Australia",552503,8.1
"1271",126,"Angels & Demons","Ron Howard","Thriller","USA",207839,6.7
"1272",132,"Mission: Impossible - Rogue Nation","Christopher McQuarrie","Thriller","China",232187,7.4
"1273",138,"Mission: Impossible III","J.J. Abrams","Thriller","USA",256695,6.9
"1274",148,"Armageddon","Michael Bay","Thriller","USA",322395,6.6
"1275",152,"Mission: Impossible - Ghost Protocol","Brad Bird","Thriller","USA",365104,7.4
"1276",163,"Lethal Weapon 4","Richard Donner","Thriller","USA",127497,6.6
"1277",175,"The Revenant","Alejandro G. Inarritu","Thriller","USA",406020,8.1
"1278",179,"The Bourne Ultimatum","Paul Greengrass","Thriller","USA",491077,8.1
"1279",182,"The Hunger Games: Catching Fire","Francis Lawrence","Thriller","USA",498397,7.6
"1280",186,"Bad Boys II","Michael Bay","Thriller","USA",178126,6.6
"1281",200,"The Hunger Games: Mockingjay - Part 1","Francis Lawrence","Thriller","USA",305008,6.7
"1282",201,"The Da Vinci Code","Ron Howard","Thriller","USA",314253,6.6
"1283",203,"X-Men 2","Bryan Singer","Thriller","Canada",405973,7.5
"1284",204,"Fast Five","Justin Lin","Thriller","USA",284792,7.3
"1285",205,"Sherlock Holmes: A Game of Shadows","Guy Ritchie","Thriller","USA",338635,7.5
"1286",209,"The Bourne Legacy","Tony Gilroy","Thriller","USA",229823,6.7
"1287",218,"Jason Bourne","Paul Greengrass","Thriller","UK",40123,7.1
"1288",222,"Elysium","Neill Blomkamp","Thriller","USA",338087,6.6
"1289",223,"The Chronicles of Riddick","David Twohy","Thriller","USA",183909,6.7
"1290",232,"The Wolverine","James Mangold","Thriller","USA",328067,6.7
"1291",238,"Gravity","Alfonso Cuaron","Thriller","UK",582917,7.8
"1292",260,"Live Free or Die Hard","Len Wiseman","Thriller","USA",336235,7.2
"1293",265,"I, Robot","Alex Proyas","Thriller","USA",387632,7.1
"1294",270,"The Island","Michael Bay","Thriller","USA",263329,6.9
"1295",274,"Minority Report","Steven Spielberg","Thriller","USA",399651,7.7
"1296",276,"Casino Royale","Martin Campbell","Thriller","UK",470483,8
"1297",281,"True Lies","James Cameron","Thriller","USA",190439,7.2
"1298",289,"The Expendables 2","Simon West","Thriller","USA",246803,6.7
"1299",297,"Blood Diamond","Edward Zwick","Thriller","Germany",400292,8
"1300",310,"In the Heart of the Sea","Ron Howard","Thriller","USA",71782,7
"1301",312,"Green Zone","Paul Greengrass","Thriller","France",110364,6.9
"1302",314,"The Spanish Prisoner","David Mamet","Thriller","USA",18697,7.3
"1303",327,"The Lovely Bones","Peter Jackson","Thriller","USA",125109,6.7
"1304",335,"Rise of the Planet of the Apes","Rupert Wyatt","Thriller","USA",403836,7.6
"1305",344,"Unstoppable","Tony Scott","Thriller","USA",149947,6.8
"1306",345,"Rush Hour 2","Brett Ratner","Thriller","USA",160440,6.6
"1307",346,"What Lies Beneath","Robert Zemeckis","Thriller","USA",98403,6.6
"1308",351,"The Departed","Martin Scorsese","Thriller","USA",873649,8.5
"1309",354,"The Girl with the Dragon Tattoo","David Fincher","Thriller","USA",330152,7.8
"1310",355,"Die Hard with a Vengeance","John McTiernan","Thriller","USA",299258,7.6
"1311",356,"Sherlock Holmes","Guy Ritchie","Thriller","USA",477300,7.6
"1312",359,"Valkyrie","Bryan Singer","Thriller","USA",183247,7.1
"1313",364,"Contact","Robert Zemeckis","Thriller","USA",200556,7.4
"1314",369,"Now You See Me 2","Jon M. Chu","Thriller","USA",40862,6.9
"1315",371,"Spy Game","Tony Scott","Thriller","Germany",121259,7
"1316",377,"K-19: The Widowmaker","Kathryn Bigelow","Thriller","UK",49311,6.7
"1317",384,"The Fast and the Furious","Rob Cohen","Thriller","USA",272223,6.7
"1318",387,"The Bourne Supremacy","Paul Greengrass","Thriller","USA",348232,7.8
"1319",389,"Ocean's Eleven","Steven Soderbergh","Thriller","USA",402645,7.8
"1320",393,"Safe House","Daniel Espinosa","Thriller","USA",166693,6.8
"1321",397,"Enemy of the State","Tony Scott","Thriller","USA",188116,7.3
"1322",399,"Ocean's Thirteen","Steven Soderbergh","Thriller","USA",256928,6.9
"1323",403,"The Rundown","Peter Berg","Thriller","USA",82731,6.7
"1324",420,"Zodiac","David Fincher","Thriller","USA",301279,7.7
"1325",424,"Mission: Impossible","Brian De Palma","Thriller","USA",300542,7.1
"1326",425,"The Hunger Games","Gary Ross","Thriller","USA",701607,7.3
"1327",431,"RED 2","Dean Parisot","Thriller","USA",125036,6.7
"1328",437,"Shutter Island","Martin Scorsese","Thriller","USA",786092,8.1
"1329",440,"Face/Off","John Woo","Thriller","USA",283967,7.3
"1330",442,"Road to Perdition","Sam Mendes","Thriller","USA",200359,7.7
"1331",444,"Con Air","Simon West","Thriller","USA",225282,6.8
"1332",445,"Eagle Eye","D.J. Caruso","Thriller","USA",150764,6.6
"1333",447,"The Book of Eli","Albert Hughes","Thriller","USA",227072,6.9
"1334",453,"Conspiracy Theory","Richard Donner","Thriller","USA",76099,6.7
"1335",460,"The Manchurian Candidate","Jonathan Demme","Thriller","USA",86422,6.6
"1336",472,"Thirteen Days","Roger Donaldson","Thriller","USA",45231,7.3
"1337",491,"Red Dragon","Brett Ratner","Thriller","Germany",204063,7.2
"1338",504,"Children of Men","Alfonso Cuaron","Thriller","USA",361767,7.9
"1339",506,"Wanted","Timur Bekmambetov","Thriller","USA",299852,6.7
"1340",507,"The Rock","Michael Bay","Thriller","USA",259492,7.4
"1341",513,"Now You See Me","Louis Leterrier","Thriller","USA",447979,7.3
"1342",522,"Munich","Steven Spielberg","Thriller","France",176936,7.6
"1343",523,"Tears of the Sun","Antoine Fuqua","Thriller","USA",93494,6.6
"1344",532,"Hostage","Florent-Emilio Siri","Thriller","USA",93790,6.6
"1345",538,"Unbreakable","M. Night Shyamalan","Thriller","USA",245152,7.2
"1346",546,"The Kingdom","Peter Berg","Thriller","USA",101386,7.1
"1347",557,"Signs","M. Night Shyamalan","Thriller","USA",271592,6.7
"1348",563,"Ransom","Ron Howard","Thriller","USA",98989,6.6
"1349",567,"Die Hard 2","Renny Harlin","Thriller","USA",269858,7.1
"1350",569,"Vanilla Sky","Cameron Crowe","Thriller","USA",206776,6.9
"1351",581,"The Abyss","James Cameron","Thriller","USA",131217,7.6
"1352",603,"Escape Plan","Mikael H<e5>fstr<f6>m","Thriller","USA",177653,6.7
"1353",607,"The Score","Frank Oz","Thriller","USA",101899,6.8
"1354",614,"The Insider","Michael Mann","Thriller","USA",133526,7.9
"1355",615,"Body of Lies","Ridley Scott","Thriller","USA",174248,7.1
"1356",618,"The X Files","Rob Bowman","Thriller","USA",85720,7
"1357",633,"The Mask of Zorro","Martin Campbell","Thriller","USA",135404,6.7
"1358",643,"Eyes Wide Shut","Stanley Kubrick","Thriller","UK",227071,7.3
"1359",651,"The Long Kiss Goodnight","Renny Harlin","Thriller","USA",60508,6.7
"1360",663,"Everest","Baltasar Kormakur","Thriller","UK",134625,7.1
"1361",667,"Jurassic Park","Steven Spielberg","Thriller","USA",613473,8.1
"1362",669,"Clear and Present Danger","Phillip Noyce","Thriller","USA",69663,6.9
"1363",676,"The Hateful Eight","Quentin Tarantino","Thriller","USA",272839,7.9
"1364",684,"Gone Girl","David Fincher","Thriller","USA",569841,8.1
"1365",685,"The Bourne Identity","Doug Liman","Thriller","USA",407601,7.9
"1366",686,"GoldenEye","Martin Campbell","Thriller","UK",199025,7.2
"1367",691,"2 Guns","Baltasar Kormakur","Thriller","USA",156898,6.7
"1368",693,"The Italian Job","F. Gary Gray","Thriller","USA",285623,7
"1369",702,"RED","Robert Schwentke","Thriller","USA",238916,7.1
"1370",705,"Collateral","Michael Mann","Thriller","USA",293662,7.6
"1371",708,"Jack Reacher","Christopher McQuarrie","Thriller","USA",226570,7
"1372",711,"Contagion","Steven Soderbergh","Thriller","USA",180479,6.6
"1373",715,"Man on Fire","Tony Scott","Thriller","USA",266310,7.7
"1374",732,"Shooter","Antoine Fuqua","Thriller","USA",256213,7.2
"1375",738,"Gangster Squad","Ruben Fleischer","Thriller","USA",173530,6.7
"1376",747,"Edge of Darkness","Martin Campbell","Thriller","UK",75201,6.6
"1377",758,"Event Horizon","Paul W.S. Anderson","Thriller","UK",120416,6.7
"1378",763,"The Last Castle","Rod Lurie","Thriller","USA",57100,6.9
"1379",778,"American Sniper","Clint Eastwood","Thriller","USA",325264,7.3
"1380",788,"The Devil's Advocate","Taylor Hackford","Thriller","USA",259519,7.5
"1381",805,"Captain Phillips","Paul Greengrass","Thriller","USA",323353,7.9
"1382",808,"The Equalizer","Antoine Fuqua","Thriller","USA",229574,7.2
"1383",810,"Crimson Tide","Tony Scott","Thriller","USA",81026,7.3
"1384",817,"Kill Bill: Vol. 2","Quentin Tarantino","Thriller","USA",512749,8
"1385",827,"Ronin","John Frankenheimer","Thriller","UK",145422,7.3
"1386",828,"The Ghost and the Darkness","Stephen Hopkins","Thriller","USA",46239,6.8
"1387",836,"Changeling","Clint Eastwood","Thriller","USA",199056,7.8
"1388",839,"The Phantom of the Opera","Joel Schumacher","Thriller","UK",96654,7.4
"1389",849,"Blade II","Guillermo del Toro","Thriller","USA",158267,6.7
"1390",864,"Law Abiding Citizen","F. Gary Gray","Thriller","USA",217480,7.4
"1391",865,"Grindhouse","Robert Rodriguez","Thriller","USA",155496,7.6
"1392",869,"Zero Dark Thirty","Kathryn Bigelow","Thriller","USA",216032,7.4
"1393",884,"The Adjustment Bureau","George Nolfi","Thriller","USA",200035,7.1
"1394",892,"Super 8","J.J. Abrams","Thriller","USA",287822,7.1
"1395",902,"Inside Man","Spike Lee","Thriller","USA",273108,7.6
"1396",903,"Payback","Brian Helgeland","Thriller","USA",111368,7.1
"1397",911,"Outbreak","Wolfgang Petersen","Thriller","USA",91176,6.6
"1398",912,"Non-Stop","Jaume Collet-Serra","Thriller","UK",200647,7
"1399",914,"V for Vendetta","James McTeigue","Thriller","USA",791783,8.2
"1400",920,"Unfaithful","Adrian Lyne","Thriller","USA",63067,6.7
"1401",922,"Syriana","Stephen Gaghan","Thriller","USA",109188,7
"1402",923,"13 Hours","Michael Bay","Thriller","USA",47764,7.4
"1403",926,"Absolute Power","Clint Eastwood","Thriller","USA",39529,6.7
"1404",928,"The Game","David Fincher","Thriller","USA",261069,7.8
"1405",932,"The Negotiator","F. Gary Gray","Thriller","Germany",107227,7.3
"1406",943,"The Beach","Danny Boyle","Thriller","USA",176169,6.6
"1407",962,"The Life of David Gale","Alan Parker","Thriller","USA",88270,7.5
"1408",964,"Run All Night","Jaume Collet-Serra","Thriller","USA",76010,6.6
"1409",965,"Eastern Promises","David Cronenberg","Thriller","USA",189249,7.7
"1410",973,"Fair Game","Doug Liman","Thriller","USA",38513,6.8
"1411",986,"Traffic","Steven Soderbergh","Thriller","USA",170684,7.6
"1412",988,"Chappie","Neill Blomkamp","Thriller","USA",172965,6.9
"1413",989,"The Bone Collector","Phillip Noyce","Thriller","USA",120202,6.7
"1414",990,"Panic Room","David Fincher","Thriller","USA",206104,6.8
"1415",1000,"Out of Sight","Steven Soderbergh","Thriller","USA",71708,7
"1416",1003,"The Thomas Crown Affair","John McTiernan","Thriller","USA",73068,6.8
"1417",1009,"Insomnia","Christopher Nolan","Thriller","USA",218771,7.2
"1418",1010,"Star Trek: First Contact","Jonathan Frakes","Thriller","USA",97838,7.6
"1419",1012,"Courage Under Fire","Edward Zwick","Thriller","USA",40126,6.6
"1420",1014,"The Infiltrator","Brad Furman","Thriller","UK",2581,7.3
"1421",1022,"The Client","Joel Schumacher","Thriller","USA",45798,6.7
"1422",1024,"Patriot Games","Phillip Noyce","Thriller","USA",81442,6.9
"1423",1026,"Prisoners","Denis Villeneuve","Thriller","USA",383591,8.1
"1424",1027,"Training Day","Antoine Fuqua","Thriller","USA",305929,7.7
"1425",1038,"From Hell","Albert Hughes","Thriller","USA",124765,6.8
"1426",1056,"16 Blocks","Richard Donner","Thriller","Germany",112769,6.6
"1427",1061,"The Pledge","Sean Penn","Thriller","USA",42621,6.8
"1428",1067,"The Ghost Writer","Roman Polanski","Thriller","France",132423,7.2
"1429",1076,"Argo","Ben Affleck","Thriller","USA",452465,7.7
"1430",1077,"The Fugitive","Andrew Davis","Thriller","USA",213668,7.8
"1431",1079,"Sleepers","Barry Levinson","Thriller","USA",154487,7.5
"1432",1084,"Underworld: Evolution","Len Wiseman","Thriller","USA",156225,6.8
"1433",1088,"Unleashed","Louis Leterrier","Thriller","France",85198,7
"1434",1090,"The Firm","Sydney Pollack","Thriller","USA",88844,6.8
